pair,ligand_gene,receptor_gene,sender_cluster,receiver_cluster,n_sender,n_receiver,mean_score
VEGFC__Tcell|CAP1__Stroma,VEGFC,CAP1,Tcell,Stroma,9,768,2.10427e-06
FASLG__Bcell|PLXNA3__Malignant,FASLG,PLXNA3,Bcell,Malignant,20,2624,2.1031624e-06
JAM2__Tcell|S1PR1__Stroma,JAM2,S1PR1,Tcell,Stroma,9,768,2.1016644e-06
TGFB1__Tcell|BMPR1A__Bcell,TGFB1,BMPR1A,Tcell,Bcell,9,20,2.1013254e-06
TNF__Tcell|SIRPA__Stroma,TNF,SIRPA,Tcell,Stroma,9,768,2.1001904e-06
FCER2__Tcell|ERBB2__Malignant,FCER2,ERBB2,Tcell,Malignant,9,2624,2.0990105e-06
ANGPTL1__Bcell|LRP5__Stroma,ANGPTL1,LRP5,Bcell,Stroma,20,768,2.0938376e-06
JAM2__Tcell|CCR5__Macrophage,JAM2,CCR5,Tcell,Macrophage,9,315,2.0927382e-06
EPHA4__Tcell|CD40__Bcell,EPHA4,CD40,Tcell,Bcell,9,20,2.0884424e-06
DUSP18__Endothelial|SDC1__Bcell,DUSP18,SDC1,Endothelial,Bcell,62,20,2.085821e-06
ICAM2__Tcell|MRC1__Bcell,ICAM2,MRC1,Tcell,Bcell,9,20,2.0839443e-06
CD40LG__Tcell|TGFBR1__Bcell,CD40LG,TGFBR1,Tcell,Bcell,9,20,2.0837185e-06
CD226__Tcell|TGFBR1__Bcell,CD226,TGFBR1,Tcell,Bcell,9,20,2.0831922e-06
FASLG__Tcell|CD44__Bcell,FASLG,CD44,Tcell,Bcell,9,20,2.0796724e-06
FCER2__Tcell|CD74__Macrophage,FCER2,CD74,Tcell,Macrophage,9,315,2.0780267e-06
EBI3__Bcell|PTPRM__Endothelial,EBI3,PTPRM,Bcell,Endothelial,20,62,2.0768778e-06
COL4A3__Bcell|SIRPA__Stroma,COL4A3,SIRPA,Bcell,Stroma,20,768,2.076747e-06
LPL__Tcell|SCARB1__Stroma,LPL,SCARB1,Tcell,Stroma,9,768,2.0755365e-06
ADAM12__Tcell|MRC1__Bcell,ADAM12,MRC1,Tcell,Bcell,9,20,2.0751966e-06
HLA-DOB__Tcell|SDC1__Malignant,HLA-DOB,SDC1,Tcell,Malignant,9,2624,2.0749626e-06
LAMA2__Tcell|PLXNA3__Stroma,LAMA2,PLXNA3,Tcell,Stroma,9,768,2.07468e-06
BMP2__Tcell|PTPRA__Stroma,BMP2,PTPRA,Tcell,Stroma,9,768,2.071616e-06
CCL13__Bcell|ITGB4__Stroma,CCL13,ITGB4,Bcell,Stroma,20,768,2.070511e-06
ANGPTL1__Bcell|VANGL1__Stroma,ANGPTL1,VANGL1,Bcell,Stroma,20,768,2.0698958e-06
SELPLG__Tcell|CADM1__Bcell,SELPLG,CADM1,Tcell,Bcell,9,20,2.069088e-06
GZMB__Tcell|ACVR2A__Stroma,GZMB,ACVR2A,Tcell,Stroma,9,768,2.069013e-06
GZMB__Tcell|S1PR1__Macrophage,GZMB,S1PR1,Tcell,Macrophage,9,315,2.0690052e-06
IL15__Endothelial|IGF2R__Bcell,IL15,IGF2R,Endothelial,Bcell,62,20,2.0627704e-06
SLIT2__Tcell|ITGAM__Macrophage,SLIT2,ITGAM,Tcell,Macrophage,9,315,2.0616471e-06
EPHA4__Tcell|F11R__Bcell,EPHA4,F11R,Tcell,Bcell,9,20,2.061388e-06
HGF__Bcell|RGMB__Stroma,HGF,RGMB,Bcell,Stroma,20,768,2.061228e-06
FREM1__Bcell|CD82__Stroma,FREM1,CD82,Bcell,Stroma,20,768,2.0603607e-06
TNFSF14__Bcell|IL2RA__Macrophage,TNFSF14,IL2RA,Bcell,Macrophage,20,315,2.059357e-06
CTSG__Bcell|CXCR4__Stroma,CTSG,CXCR4,Bcell,Stroma,20,768,2.059002e-06
ANGPT1__Bcell|PLXNA1__Macrophage,ANGPT1,PLXNA1,Bcell,Macrophage,20,315,2.0583593e-06
ANGPT2__Bcell|CCR5__Macrophage,ANGPT2,CCR5,Bcell,Macrophage,20,315,2.0578905e-06
DUSP18__Tcell|NRP2__Stroma,DUSP18,NRP2,Tcell,Stroma,9,768,2.0577545e-06
ANGPT2__Bcell|ACVR2A__Stroma,ANGPT2,ACVR2A,Bcell,Stroma,20,768,2.0565321e-06
ANGPT1__Bcell|AR__Stroma,ANGPT1,AR,Bcell,Stroma,20,768,2.0557065e-06
HGF__Bcell|ITGAM__Macrophage,HGF,ITGAM,Bcell,Macrophage,20,315,2.0556995e-06
TNFSF15__Tcell|PLXNA3__Stroma,TNFSF15,PLXNA3,Tcell,Stroma,9,768,2.053068e-06
EFNB1__Endothelial|CD40__Bcell,EFNB1,CD40,Endothelial,Bcell,62,20,2.052405e-06
TNFSF14__Tcell|NOTCH1__Stroma,TNFSF14,NOTCH1,Tcell,Stroma,9,768,2.0513223e-06
FREM1__Bcell|RGMB__Stroma,FREM1,RGMB,Bcell,Stroma,20,768,2.0507719e-06
FREM1__Bcell|TNFRSF6B__Stroma,FREM1,TNFRSF6B,Bcell,Stroma,20,768,2.0491832e-06
CRTAM__Tcell|ITGB4__Stroma,CRTAM,ITGB4,Tcell,Stroma,9,768,2.048344e-06
SEMA3D__Bcell|FZD2__Stroma,SEMA3D,FZD2,Bcell,Stroma,20,768,2.0481098e-06
GZMB__Tcell|CXCR4__Stroma,GZMB,CXCR4,Tcell,Stroma,9,768,2.0468888e-06
SELPLG__Endothelial|BMPR1A__Bcell,SELPLG,BMPR1A,Endothelial,Bcell,62,20,2.0449693e-06
CTSG__Bcell|ITGAL__Stroma,CTSG,ITGAL,Bcell,Stroma,20,768,2.044217e-06
JAM2__Endothelial|ACVRL1__Bcell,JAM2,ACVRL1,Endothelial,Bcell,62,20,2.0437144e-06
CRTAM__Tcell|CD44__Bcell,CRTAM,CD44,Tcell,Bcell,9,20,2.043535e-06
LAMA1__Bcell|CD9__Endothelial,LAMA1,CD9,Bcell,Endothelial,20,62,2.0417958e-06
CD226__Tcell|LAG3__Macrophage,CD226,LAG3,Tcell,Macrophage,9,315,2.0415896e-06
CCL13__Bcell|CADM1__Stroma,CCL13,CADM1,Bcell,Stroma,20,768,2.038743e-06
PROS1__Endothelial|ITGAM__Bcell,PROS1,ITGAM,Endothelial,Bcell,62,20,2.037464e-06
TNF__Tcell|CD44__Bcell,TNF,CD44,Tcell,Bcell,9,20,2.0371726e-06
CCL13__Bcell|ROR2__Stroma,CCL13,ROR2,Bcell,Stroma,20,768,2.0361401e-06
SEMA3D__Bcell|AR__Stroma,SEMA3D,AR,Bcell,Stroma,20,768,2.0350792e-06
LAMA1__Bcell|SIGLEC1__Stroma,LAMA1,SIGLEC1,Bcell,Stroma,20,768,2.0346151e-06
DUSP18__Tcell|FZD1__Stroma,DUSP18,FZD1,Tcell,Stroma,9,768,2.0344971e-06
HGF__Tcell|PLXNA1__Stroma,HGF,PLXNA1,Tcell,Stroma,9,768,2.0341326e-06
TNFSF15__Bcell|PTPRK__Stroma,TNFSF15,PTPRK,Bcell,Stroma,20,768,2.033248e-06
LTA__Tcell|AMFR__Malignant,LTA,AMFR,Tcell,Malignant,9,2624,2.0330972e-06
CD40LG__Tcell|F2RL2__Macrophage,CD40LG,F2RL2,Tcell,Macrophage,9,315,2.0319594e-06
TGFB1__Tcell|ROBO1__Bcell,TGFB1,ROBO1,Tcell,Bcell,9,20,2.0315506e-06
FASLG__Tcell|ROBO1__Stroma,FASLG,ROBO1,Tcell,Stroma,9,768,2.0310727e-06
LPL__Tcell|AR__Stroma,LPL,AR,Tcell,Stroma,9,768,2.029567e-06
GZMB__Tcell|ITGA6__Macrophage,GZMB,ITGA6,Tcell,Macrophage,9,315,2.0295545e-06
ANGPTL1__Bcell|ITGAM__Macrophage,ANGPTL1,ITGAM,Bcell,Macrophage,20,315,2.0292434e-06
ANGPT2__Bcell|NOTCH1__Stroma,ANGPT2,NOTCH1,Bcell,Stroma,20,768,2.0256625e-06
LAMC3__Bcell|ESAM__Stroma,LAMC3,ESAM,Bcell,Stroma,20,768,2.023223e-06
GZMB__Tcell|TNFRSF6B__Macrophage,GZMB,TNFRSF6B,Tcell,Macrophage,9,315,2.01803e-06
VEGFC__Tcell|PLXND1__Stroma,VEGFC,PLXND1,Tcell,Stroma,9,768,2.0178222e-06
LPL__Tcell|FZD2__Stroma,LPL,FZD2,Tcell,Stroma,9,768,2.017291e-06
TNFSF15__Bcell|ITGB4__Stroma,TNFSF15,ITGB4,Bcell,Stroma,20,768,2.0144591e-06
DUSP18__Endothelial|ITGB1__Bcell,DUSP18,ITGB1,Endothelial,Bcell,62,20,2.0127222e-06
TNFSF14__Tcell|ERBB2__Macrophage,TNFSF14,ERBB2,Tcell,Macrophage,9,315,2.008413e-06
ANGPT1__Bcell|HAVCR2__Macrophage,ANGPT1,HAVCR2,Bcell,Macrophage,20,315,2.0083748e-06
JAM2__Tcell|NRP2__Macrophage,JAM2,NRP2,Tcell,Macrophage,9,315,2.0067566e-06
ANGPT2__Endothelial|LTBR__Bcell,ANGPT2,LTBR,Endothelial,Bcell,62,20,2.0026491e-06
PROS1__Endothelial|MRC1__Bcell,PROS1,MRC1,Endothelial,Bcell,62,20,2.0017542e-06
JAM2__Tcell|VANGL1__Stroma,JAM2,VANGL1,Tcell,Stroma,9,768,2.0013247e-06
CD40LG__Tcell|LAG3__Macrophage,CD40LG,LAG3,Tcell,Macrophage,9,315,2.0004063e-06
COL9A3__Tcell|ATP6AP2__Malignant,COL9A3,ATP6AP2,Tcell,Malignant,9,2624,2.0003176e-06
HBEGF__Macrophage|CADM1__Bcell,HBEGF,CADM1,Macrophage,Bcell,315,20,2.000081e-06
BMP2__Tcell|NCSTN__Stroma,BMP2,NCSTN,Tcell,Stroma,9,768,1.999183e-06
HBEGF__Macrophage|SDC4__Bcell,HBEGF,SDC4,Macrophage,Bcell,315,20,1.9989332e-06
CRTAM__Tcell|SIRPA__Stroma,CRTAM,SIRPA,Tcell,Stroma,9,768,1.998248e-06
FASLG__Bcell|ITGB5__Stroma,FASLG,ITGB5,Bcell,Stroma,20,768,1.996777e-06
PLA2G2A__Bcell|ITGAL__Macrophage,PLA2G2A,ITGAL,Bcell,Macrophage,20,315,1.995376e-06
HP__Bcell|CD151__Stroma,HP,CD151,Bcell,Stroma,20,768,1.9937206e-06
SLIT2__Tcell|PVR__Stroma,SLIT2,PVR,Tcell,Stroma,9,768,1.9935458e-06
TF__Tcell|PLXNA1__Stroma,TF,PLXNA1,Tcell,Stroma,9,768,1.9913432e-06
F10__Bcell|VANGL1__Stroma,F10,VANGL1,Bcell,Stroma,20,768,1.990683e-06
ICAM3__Endothelial|EFNB1__Bcell,ICAM3,EFNB1,Endothelial,Bcell,62,20,1.9901902e-06
F13A1__Bcell|CDH1__Endothelial,F13A1,CDH1,Bcell,Endothelial,20,62,1.9845402e-06
TGFB1__Tcell|ACVR1B__Bcell,TGFB1,ACVR1B,Tcell,Bcell,9,20,1.9841873e-06
ANGPT2__Endothelial|ITGB7__Bcell,ANGPT2,ITGB7,Endothelial,Bcell,62,20,1.9821575e-06
EPHA4__Tcell|CDH1__Endothelial,EPHA4,CDH1,Tcell,Endothelial,9,62,1.982122e-06
FASLG__Tcell|SIGLEC1__Stroma,FASLG,SIGLEC1,Tcell,Stroma,9,768,1.9818863e-06
CX3CL1__Endothelial|ROBO1__Bcell,CX3CL1,ROBO1,Endothelial,Bcell,62,20,1.9793192e-06
IL16__Tcell|FAS__Bcell,IL16,FAS,Tcell,Bcell,9,20,1.9792733e-06
SEMA6D__Endothelial|ITGA6__Macrophage,SEMA6D,ITGA6,Endothelial,Macrophage,62,315,1.9792053e-06
GZMB__Tcell|LTBR__Bcell,GZMB,LTBR,Tcell,Bcell,9,20,1.9791125e-06
DUSP18__Endothelial|CD44__Bcell,DUSP18,CD44,Endothelial,Bcell,62,20,1.977639e-06
LAMA1__Bcell|HAVCR2__Macrophage,LAMA1,HAVCR2,Bcell,Macrophage,20,315,1.9771956e-06
F10__Bcell|LRP5__Stroma,F10,LRP5,Bcell,Stroma,20,768,1.9771492e-06
WNT5A__Tcell|CD63__Macrophage,WNT5A,CD63,Tcell,Macrophage,9,315,1.977135e-06
IL15__Endothelial|ITGA6__Bcell,IL15,ITGA6,Endothelial,Bcell,62,20,1.976239e-06
F10__Bcell|ITGAM__Macrophage,F10,ITGAM,Bcell,Macrophage,20,315,1.973096e-06
JAM3__Endothelial|SDC2__Bcell,JAM3,SDC2,Endothelial,Bcell,62,20,1.9728802e-06
FASLG__Tcell|CD72__Macrophage,FASLG,CD72,Tcell,Macrophage,9,315,1.9699633e-06
TNFSF14__Bcell|TNFRSF25__Macrophage,TNFSF14,TNFRSF25,Bcell,Macrophage,20,315,1.9653523e-06
JAM2__Endothelial|CD4__Bcell,JAM2,CD4,Endothelial,Bcell,62,20,1.9653069e-06
LAMC3__Bcell|ITGAV__Macrophage,LAMC3,ITGAV,Bcell,Macrophage,20,315,1.964806e-06
FREM1__Bcell|NRP2__Stroma,FREM1,NRP2,Bcell,Stroma,20,768,1.9559177e-06
HP__Bcell|PLXNA3__Malignant,HP,PLXNA3,Bcell,Malignant,20,2624,1.9553333e-06
PROS1__Endothelial|ITGB4__Bcell,PROS1,ITGB4,Endothelial,Bcell,62,20,1.9544573e-06
TNXB__Endothelial|ACVRL1__Bcell,TNXB,ACVRL1,Endothelial,Bcell,62,20,1.9533304e-06
ICAM1__Endothelial|ROR2__Bcell,ICAM1,ROR2,Endothelial,Bcell,62,20,1.9527758e-06
BMP2__Tcell|NOTCH2__Stroma,BMP2,NOTCH2,Tcell,Stroma,9,768,1.9524741e-06
ANGPTL1__Bcell|PLXNA1__Macrophage,ANGPTL1,PLXNA1,Bcell,Macrophage,20,315,1.9504487e-06
TNF__Tcell|CD2__Stroma,TNF,CD2,Tcell,Stroma,9,768,1.9482404e-06
CX3CL1__Endothelial|ACVR1B__Bcell,CX3CL1,ACVR1B,Endothelial,Bcell,62,20,1.947858e-06
PDGFB__Endothelial|BMPR1A__Bcell,PDGFB,BMPR1A,Endothelial,Bcell,62,20,1.9472018e-06
ANGPT2__Bcell|ERBB2__Macrophage,ANGPT2,ERBB2,Bcell,Macrophage,20,315,1.944943e-06
EPHA4__Tcell|ITGB7__Bcell,EPHA4,ITGB7,Tcell,Bcell,9,20,1.9448526e-06
ANGPTL1__Bcell|CADM1__Stroma,ANGPTL1,CADM1,Bcell,Stroma,20,768,1.9423403e-06
KLRB1__Macrophage|ROR2__Bcell,KLRB1,ROR2,Macrophage,Bcell,315,20,1.9421623e-06
SLIT2__Tcell|SDC1__Bcell,SLIT2,SDC1,Tcell,Bcell,9,20,1.9389993e-06
FREM1__Bcell|FZD1__Stroma,FREM1,FZD1,Bcell,Stroma,20,768,1.9375555e-06
LAMA1__Bcell|SIRPA__Stroma,LAMA1,SIRPA,Bcell,Stroma,20,768,1.9374431e-06
ANGPT2__Tcell|SDC4__Macrophage,ANGPT2,SDC4,Tcell,Macrophage,9,315,1.9351298e-06
CX3CL1__Endothelial|ENG__Bcell,CX3CL1,ENG,Endothelial,Bcell,62,20,1.9316244e-06
TNFSF14__Tcell|ITGB7__Macrophage,TNFSF14,ITGB7,Tcell,Macrophage,9,315,1.9283145e-06
FREM1__Tcell|GLG1__Stroma,FREM1,GLG1,Tcell,Stroma,9,768,1.9274746e-06
FREM1__Bcell|PLXNA1__Macrophage,FREM1,PLXNA1,Bcell,Macrophage,20,315,1.927148e-06
JAM2__Tcell|NOTCH1__Stroma,JAM2,NOTCH1,Tcell,Stroma,9,768,1.9268916e-06
F10__Bcell|PLXNA1__Macrophage,F10,PLXNA1,Bcell,Macrophage,20,315,1.9264878e-06
TNFSF15__Bcell|SIRPA__Stroma,TNFSF15,SIRPA,Bcell,Stroma,20,768,1.9237784e-06
TNF__Tcell|ROBO1__Stroma,TNF,ROBO1,Tcell,Stroma,9,768,1.923422e-06
SELPLG__Endothelial|EFNB1__Bcell,SELPLG,EFNB1,Endothelial,Bcell,62,20,1.9217669e-06
HBEGF__Tcell|ITGAM__Macrophage,HBEGF,ITGAM,Tcell,Macrophage,9,315,1.9205959e-06
CRTAM__Tcell|ROBO1__Stroma,CRTAM,ROBO1,Tcell,Stroma,9,768,1.9204795e-06
TNFSF15__Tcell|ITGAL__Macrophage,TNFSF15,ITGAL,Tcell,Macrophage,9,315,1.920266e-06
FASLG__Macrophage|ITGB4__Bcell,FASLG,ITGB4,Macrophage,Bcell,315,20,1.9196943e-06
TNXB__Endothelial|ROR2__Bcell,TNXB,ROR2,Endothelial,Bcell,62,20,1.9194456e-06
FASLG__Tcell|LRP5__Stroma,FASLG,LRP5,Tcell,Stroma,9,768,1.9166077e-06
HBEGF__Endothelial|ITGA6__Bcell,HBEGF,ITGA6,Endothelial,Bcell,62,20,1.9163551e-06
JAM2__Endothelial|TNFRSF25__Bcell,JAM2,TNFRSF25,Endothelial,Bcell,62,20,1.914718e-06
JAM2__Tcell|ERBB2__Macrophage,JAM2,ERBB2,Tcell,Macrophage,9,315,1.913274e-06
LAMA1__Bcell|ITGAM__Macrophage,LAMA1,ITGAM,Bcell,Macrophage,20,315,1.9113052e-06
COL4A3__Bcell|ROBO1__Stroma,COL4A3,ROBO1,Bcell,Stroma,20,768,1.910703e-06
LAMC3__Bcell|CD82__Stroma,LAMC3,CD82,Bcell,Stroma,20,768,1.9100403e-06
BMP2__Tcell|AMFR__Stroma,BMP2,AMFR,Tcell,Stroma,9,768,1.9090955e-06
ANGPTL1__Bcell|HAVCR2__Macrophage,ANGPTL1,HAVCR2,Bcell,Macrophage,20,315,1.9082058e-06
ANGPTL1__Bcell|NOTCH1__Stroma,ANGPTL1,NOTCH1,Bcell,Stroma,20,768,1.9064494e-06
LAMC3__Bcell|TNFRSF6B__Stroma,LAMC3,TNFRSF6B,Bcell,Stroma,20,768,1.9052048e-06
ANGPT1__Bcell|ROR2__Stroma,ANGPT1,ROR2,Bcell,Stroma,20,768,1.9023452e-06
DUSP18__Tcell|PLXNA1__Macrophage,DUSP18,PLXNA1,Tcell,Macrophage,9,315,1.9008531e-06
EPHA4__Tcell|TNFRSF25__Macrophage,EPHA4,TNFRSF25,Tcell,Macrophage,9,315,1.9002537e-06
ANGPTL1__Bcell|S1PR1__Stroma,ANGPTL1,S1PR1,Bcell,Stroma,20,768,1.9000454e-06
SEMA3D__Bcell|ITGA5__Macrophage,SEMA3D,ITGA5,Bcell,Macrophage,20,315,1.8997611e-06
LAMC3__Bcell|RGMB__Stroma,LAMC3,RGMB,Bcell,Stroma,20,768,1.8997039e-06
VCAM1__Endothelial|SDC2__Bcell,VCAM1,SDC2,Endothelial,Bcell,62,20,1.8987073e-06
ANGPT2__Endothelial|F11R__Bcell,ANGPT2,F11R,Endothelial,Bcell,62,20,1.8982325e-06
F10__Bcell|CADM1__Stroma,F10,CADM1,Bcell,Stroma,20,768,1.8972321e-06
ICAM1__Endothelial|TNFRSF25__Bcell,ICAM1,TNFRSF25,Endothelial,Bcell,62,20,1.8972003e-06
DUSP18__Tcell|NRP1__Macrophage,DUSP18,NRP1,Tcell,Macrophage,9,315,1.896228e-06
CFH__Tcell|SDC2__Bcell,CFH,SDC2,Tcell,Bcell,9,20,1.8961789e-06
FASLG__Bcell|TYROBP__Macrophage,FASLG,TYROBP,Bcell,Macrophage,20,315,1.8938737e-06
FASLG__Bcell|SDC4__Stroma,FASLG,SDC4,Bcell,Stroma,20,768,1.8933318e-06
FREM1__Tcell|ITGAV__Stroma,FREM1,ITGAV,Tcell,Stroma,9,768,1.8925281e-06
HBEGF__Tcell|PVR__Stroma,HBEGF,PVR,Tcell,Stroma,9,768,1.8919984e-06
HP__Bcell|ITGB1__Stroma,HP,ITGB1,Bcell,Stroma,20,768,1.8911416e-06
PLA2G2A__Bcell|SCARB1__Stroma,PLA2G2A,SCARB1,Bcell,Stroma,20,768,1.8906661e-06
SLIT2__Tcell|S1PR2__Stroma,SLIT2,S1PR2,Tcell,Stroma,9,768,1.8904099e-06
SEMA3D__Bcell|ESAM__Stroma,SEMA3D,ESAM,Bcell,Stroma,20,768,1.8877437e-06
KLRB1__Macrophage|ACVRL1__Bcell,KLRB1,ACVRL1,Macrophage,Bcell,315,20,1.8845693e-06
VEGFC__Tcell|CD44__Macrophage,VEGFC,CD44,Tcell,Macrophage,9,315,1.8829064e-06
EFNB1__Endothelial|TRAF3__Bcell,EFNB1,TRAF3,Endothelial,Bcell,62,20,1.8828132e-06
HGF__Tcell|NRP1__Stroma,HGF,NRP1,Tcell,Stroma,9,768,1.8802946e-06
FREM1__Bcell|NRP1__Macrophage,FREM1,NRP1,Bcell,Macrophage,20,315,1.8797695e-06
COL4A3__Bcell|CD2__Stroma,COL4A3,CD2,Bcell,Stroma,20,768,1.8781352e-06
PLA2G2A__Bcell|F2RL2__Stroma,PLA2G2A,F2RL2,Bcell,Stroma,20,768,1.8765872e-06
FREM1__Bcell|HAVCR2__Macrophage,FREM1,HAVCR2,Bcell,Macrophage,20,315,1.8760753e-06
HBEGF__Endothelial|SDC2__Bcell,HBEGF,SDC2,Endothelial,Bcell,62,20,1.8730561e-06
SEMA3D__Bcell|EDNRA__Stroma,SEMA3D,EDNRA,Bcell,Stroma,20,768,1.8709706e-06
NID1__Bcell|LRP5__Endothelial,NID1,LRP5,Bcell,Endothelial,20,62,1.8708151e-06
ICAM2__Tcell|SDC2__Bcell,ICAM2,SDC2,Tcell,Bcell,9,20,1.8696414e-06
PGF__Endothelial|TFRC__Bcell,PGF,TFRC,Endothelial,Bcell,62,20,1.8681051e-06
VCAM1__Endothelial|EFNB1__Bcell,VCAM1,EFNB1,Endothelial,Bcell,62,20,1.8676635e-06
ANGPT2__Tcell|LAMP2__Stroma,ANGPT2,LAMP2,Tcell,Stroma,9,768,1.8650713e-06
PROS1__Endothelial|ENG__Bcell,PROS1,ENG,Endothelial,Bcell,62,20,1.8608413e-06
ADAM12__Tcell|SDC2__Bcell,ADAM12,SDC2,Tcell,Bcell,9,20,1.8606434e-06
F10__Bcell|HAVCR2__Macrophage,F10,HAVCR2,Bcell,Macrophage,20,315,1.8605191e-06
SLIT2__Bcell|CLEC2D__Endothelial,SLIT2,CLEC2D,Bcell,Endothelial,20,62,1.859892e-06
EPHA4__Tcell|CLEC2D__Endothelial,EPHA4,CLEC2D,Tcell,Endothelial,9,62,1.859047e-06
TNFSF15__Bcell|CD2__Stroma,TNFSF15,CD2,Bcell,Stroma,20,768,1.8551937e-06
CFH__Tcell|TFRC__Bcell,CFH,TFRC,Tcell,Bcell,9,20,1.8540674e-06
CTSG__Bcell|F2RL2__Macrophage,CTSG,F2RL2,Bcell,Macrophage,20,315,1.8538855e-06
LAMA2__Tcell|SCARB1__Stroma,LAMA2,SCARB1,Tcell,Stroma,9,768,1.8527877e-06
LPL__Tcell|ESAM__Stroma,LPL,ESAM,Tcell,Stroma,9,768,1.8495251e-06
TNF__Tcell|CD72__Macrophage,TNF,CD72,Tcell,Macrophage,9,315,1.8493537e-06
TGFB1__Tcell|ITGA6__Bcell,TGFB1,ITGA6,Tcell,Bcell,9,20,1.8477496e-06
CCL13__Bcell|VANGL1__Stroma,CCL13,VANGL1,Bcell,Stroma,20,768,1.8477097e-06
ANGPT2__Bcell|TNFRSF6B__Endothelial,ANGPT2,TNFRSF6B,Bcell,Endothelial,20,62,1.846998e-06
F10__Bcell|NOTCH1__Stroma,F10,NOTCH1,Bcell,Stroma,20,768,1.8468309e-06
HBEGF__Macrophage|CD4__Bcell,HBEGF,CD4,Macrophage,Bcell,315,20,1.8467128e-06
LPL__Tcell|EDNRA__Stroma,LPL,EDNRA,Tcell,Stroma,9,768,1.8460871e-06
CX3CL1__Endothelial|FAS__Bcell,CX3CL1,FAS,Endothelial,Bcell,62,20,1.8455262e-06
JAM2__Endothelial|PVR__Bcell,JAM2,PVR,Endothelial,Bcell,62,20,1.8448746e-06
ANGPT2__Bcell|ROBO1__Stroma,ANGPT2,ROBO1,Bcell,Stroma,20,768,1.8440343e-06
CD96__Tcell|EFNB1__Bcell,CD96,EFNB1,Tcell,Bcell,9,20,1.8410377e-06
TNFSF15__Tcell|AXL__Macrophage,TNFSF15,AXL,Tcell,Macrophage,9,315,1.8397287e-06
HBEGF__Tcell|SDC1__Bcell,HBEGF,SDC1,Tcell,Bcell,9,20,1.8381586e-06
VEGFC__Tcell|ITGB1__Macrophage,VEGFC,ITGB1,Tcell,Macrophage,9,315,1.837562e-06
ANGPT2__Bcell|CAV1__Endothelial,ANGPT2,CAV1,Bcell,Endothelial,20,62,1.83387e-06
LAMA2__Tcell|FZD2__Stroma,LAMA2,FZD2,Tcell,Stroma,9,768,1.8318441e-06
EFNB1__Endothelial|IGF2R__Bcell,EFNB1,IGF2R,Endothelial,Bcell,62,20,1.8279704e-06
ICAM2__Tcell|TFRC__Bcell,ICAM2,TFRC,Tcell,Bcell,9,20,1.8248663e-06
LAMA1__Bcell|ITGB4__Stroma,LAMA1,ITGB4,Bcell,Stroma,20,768,1.8239535e-06
FASLG__Tcell|IL27RA__Macrophage,FASLG,IL27RA,Tcell,Macrophage,9,315,1.8221674e-06
TF__Tcell|NRP1__Stroma,TF,NRP1,Tcell,Stroma,9,768,1.8212282e-06
ADAM12__Tcell|TFRC__Bcell,ADAM12,TFRC,Tcell,Bcell,9,20,1.8209972e-06
LAMA2__Tcell|AR__Stroma,LAMA2,AR,Tcell,Stroma,9,768,1.8177207e-06
ANGPT1__Bcell|LRP5__Stroma,ANGPT1,LRP5,Bcell,Stroma,20,768,1.817436e-06
CCL13__Bcell|CCR5__Macrophage,CCL13,CCR5,Bcell,Macrophage,20,315,1.8166874e-06
TNFSF15__Tcell|AR__Stroma,TNFSF15,AR,Tcell,Stroma,9,768,1.815199e-06
HGF__Bcell|SORT1__Stroma,HGF,SORT1,Bcell,Stroma,20,768,1.8136305e-06
ICAM2__Endothelial|TNFRSF25__Bcell,ICAM2,TNFRSF25,Endothelial,Bcell,62,20,1.8123635e-06
ANGPT2__Bcell|ITGAL__Stroma,ANGPT2,ITGAL,Bcell,Stroma,20,768,1.8122091e-06
CTSG__Bcell|TNFRSF6B__Endothelial,CTSG,TNFRSF6B,Bcell,Endothelial,20,62,1.8120779e-06
ANGPT2__Tcell|CAP1__Stroma,ANGPT2,CAP1,Tcell,Stroma,9,768,1.8115497e-06
VCAM1__Tcell|ITGB4__Bcell,VCAM1,ITGB4,Tcell,Bcell,9,20,1.8114202e-06
LAMC3__Bcell|NRP2__Stroma,LAMC3,NRP2,Bcell,Stroma,20,768,1.8104522e-06
LAMA2__Tcell|ITGAL__Macrophage,LAMA2,ITGAL,Tcell,Macrophage,9,315,1.8082151e-06
JAM3__Endothelial|BMPR1A__Bcell,JAM3,BMPR1A,Endothelial,Bcell,62,20,1.8074138e-06
ICAM3__Endothelial|SDC4__Bcell,ICAM3,SDC4,Endothelial,Bcell,62,20,1.8067178e-06
HGF__Tcell|CDH1__Stroma,HGF,CDH1,Tcell,Stroma,9,768,1.8065429e-06
CFH__Tcell|ITGAL__Bcell,CFH,ITGAL,Tcell,Bcell,9,20,1.8054119e-06
CRTAM__Tcell|CD2__Stroma,CRTAM,CD2,Tcell,Stroma,9,768,1.8053926e-06
PLA2G2A__Bcell|ITGA11__Stroma,PLA2G2A,ITGA11,Bcell,Stroma,20,768,1.8051136e-06
SEMA3D__Bcell|F2RL2__Stroma,SEMA3D,F2RL2,Bcell,Stroma,20,768,1.8050519e-06
ICAM3__Endothelial|CADM1__Bcell,ICAM3,CADM1,Endothelial,Bcell,62,20,1.8047017e-06
JAM2__Tcell|ITGB7__Macrophage,JAM2,ITGB7,Tcell,Macrophage,9,315,1.8035449e-06
